2019-10-02 18:51:21 INFO  SparkContext:54 - Running Spark version 2.3.0
2019-10-02 18:51:23 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@68be8808{/jobs/job/json,null,AVAILABLE,@Spark}
2019-10-02 18:51:23 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@32193bea{/stages,null,AVAILABLE,@Spark}
2019-10-02 18:51:23 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@6b8d96d9{/stages/json,null,AVAILABLE,@Spark}
2019-10-02 18:51:23 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@69653e16{/stages/stage,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@906d29b{/stages/stage/json,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@49d3c823{/stages/pool,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@436bc36{/stages/pool/json,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@5fe1ce85{/storage,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@604c5de8{/storage/json,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@37091312{/storage/rdd,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@66fdec9{/storage/rdd/json,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@57abad67{/environment,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@550a1967{/environment/json,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@2a640157{/executors,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@52851b44{/executors/json,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@584f54e6{/executors/threadDump,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@5d8bafa9{/executors/threadDump/json,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@576f63f6{/static,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@366ac49b{/,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@6ad59d92{/api,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@44b3606b{/jobs/job/kill,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@1477089c{/stages/stage/kill,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  SparkUI:54 - Bound SparkUI to 0.0.0.0, and started at http://user-PC:4040
2019-10-02 18:51:24 INFO  Executor:54 - Starting executor ID driver on host localhost
2019-10-02 18:51:24 INFO  Utils:54 - Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 62456.
2019-10-02 18:51:24 INFO  NettyBlockTransferService:54 - Server created on user-PC:62456
2019-10-02 18:51:24 INFO  BlockManager:54 - Using org.apache.spark.storage.RandomBlockReplicationPolicy for block replication policy
2019-10-02 18:51:24 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, user-PC, 62456, None)
2019-10-02 18:51:24 INFO  BlockManagerMasterEndpoint:54 - Registering block manager user-PC:62456 with 1965.3 MB RAM, BlockManagerId(driver, user-PC, 62456, None)
2019-10-02 18:51:24 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, user-PC, 62456, None)
2019-10-02 18:51:24 INFO  BlockManager:54 - Initialized BlockManager: BlockManagerId(driver, user-PC, 62456, None)
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@675d8c96{/metrics/json,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  SharedState:54 - Setting hive.metastore.warehouse.dir ('null') to the value of spark.sql.warehouse.dir ('file:///C:/temp').
2019-10-02 18:51:24 INFO  SharedState:54 - Warehouse path is 'file:///C:/temp'.
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@79e18e38{/SQL,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@29a60c27{/SQL/json,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@5fcacc0{/SQL/execution,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@533b266e{/SQL/execution/json,null,AVAILABLE,@Spark}
2019-10-02 18:51:24 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@6a988392{/static/sql,null,AVAILABLE,@Spark}
2019-10-02 18:51:25 INFO  StateStoreCoordinatorRef:54 - Registered StateStoreCoordinator endpoint
2019-10-02 18:51:26 INFO  HiveUtils:54 - Initializing HiveMetastoreConnection version 1.2.1 using Spark classes.
2019-10-02 18:51:27 INFO  HiveMetaStore:589 - 0: Opening raw store with implemenation class:org.apache.hadoop.hive.metastore.ObjectStore
2019-10-02 18:51:27 INFO  ObjectStore:289 - ObjectStore, initialize called
2019-10-02 18:51:27 INFO  Persistence:77 - Property hive.metastore.integral.jdo.pushdown unknown - will be ignored
2019-10-02 18:51:27 INFO  Persistence:77 - Property datanucleus.cache.level2 unknown - will be ignored
2019-10-02 18:51:29 INFO  ObjectStore:370 - Setting MetaStore object pin classes with hive.metastore.cache.pinobjtypes="Table,StorageDescriptor,SerDeInfo,Partition,Database,Type,FieldSchema,Order"
2019-10-02 18:51:30 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MFieldSchema" is tagged as "embedded-only" so does not have its own datastore table.
2019-10-02 18:51:30 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MOrder" is tagged as "embedded-only" so does not have its own datastore table.
2019-10-02 18:51:30 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MFieldSchema" is tagged as "embedded-only" so does not have its own datastore table.
2019-10-02 18:51:30 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MOrder" is tagged as "embedded-only" so does not have its own datastore table.
2019-10-02 18:51:31 INFO  Query:77 - Reading in results for query "org.datanucleus.store.rdbms.query.SQLQuery@0" since the connection used is closing
2019-10-02 18:51:31 INFO  MetaStoreDirectSql:139 - Using direct SQL, underlying DB is DERBY
2019-10-02 18:51:31 INFO  ObjectStore:272 - Initialized ObjectStore
2019-10-02 18:51:31 INFO  HiveMetaStore:663 - Added admin role in metastore
2019-10-02 18:51:31 INFO  HiveMetaStore:672 - Added public role in metastore
2019-10-02 18:51:31 INFO  HiveMetaStore:712 - No user is added in admin role, since config is empty
2019-10-02 18:51:31 INFO  HiveMetaStore:746 - 0: get_all_databases
2019-10-02 18:51:31 INFO  audit:371 - ugi=user	ip=unknown-ip-addr	cmd=get_all_databases	
2019-10-02 18:51:31 INFO  HiveMetaStore:746 - 0: get_functions: db=default pat=*
2019-10-02 18:51:31 INFO  audit:371 - ugi=user	ip=unknown-ip-addr	cmd=get_functions: db=default pat=*	
2019-10-02 18:51:31 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MResourceUri" is tagged as "embedded-only" so does not have its own datastore table.
2019-10-02 18:51:31 INFO  SessionState:641 - Created local directory: C:/Users/user/AppData/Local/Temp/504b278a-6613-49b5-95bd-223e5c271381_resources
2019-10-02 18:51:31 INFO  SessionState:641 - Created HDFS directory: /tmp/hive/user/504b278a-6613-49b5-95bd-223e5c271381
2019-10-02 18:51:31 INFO  SessionState:641 - Created local directory: C:/Users/user/AppData/Local/Temp/user/504b278a-6613-49b5-95bd-223e5c271381
2019-10-02 18:51:31 INFO  SessionState:641 - Created HDFS directory: /tmp/hive/user/504b278a-6613-49b5-95bd-223e5c271381/_tmp_space.db
2019-10-02 18:51:31 INFO  HiveClientImpl:54 - Warehouse location for Hive client (version 1.2.2) is file:///C:/temp
2019-10-02 18:51:31 INFO  HiveMetaStore:746 - 0: get_database: default
2019-10-02 18:51:31 INFO  audit:371 - ugi=user	ip=unknown-ip-addr	cmd=get_database: default	
2019-10-02 18:51:31 INFO  HiveMetaStore:746 - 0: get_database: global_temp
2019-10-02 18:51:31 INFO  audit:371 - ugi=user	ip=unknown-ip-addr	cmd=get_database: global_temp	
2019-10-02 18:51:31 WARN  ObjectStore:568 - Failed to get database global_temp, returning NoSuchObjectException
2019-10-02 18:51:33 WARN  SetCommand:66 - 'SET hive.exec.dynamic.partition=true' might not work, since Spark doesn't support changing the Hive config dynamically. Please pass the Hive-specific config by adding the prefix spark.hadoop (e.g. spark.hadoop.hive.exec.dynamic.partition) when starting a Spark application. For details, see the link: https://spark.apache.org/docs/latest/configuration.html#dynamically-loading-spark-properties.
2019-10-02 18:51:33 WARN  SetCommand:66 - 'SET hive.exec.dynamic.partition.mode=nonstrict' might not work, since Spark doesn't support changing the Hive config dynamically. Please pass the Hive-specific config by adding the prefix spark.hadoop (e.g. spark.hadoop.hive.exec.dynamic.partition.mode) when starting a Spark application. For details, see the link: https://spark.apache.org/docs/latest/configuration.html#dynamically-loading-spark-properties.
2019-10-02 18:51:33 WARN  SetCommand:66 - 'SET hive.auto.convert.join=true' might not work, since Spark doesn't support changing the Hive config dynamically. Please pass the Hive-specific config by adding the prefix spark.hadoop (e.g. spark.hadoop.hive.auto.convert.join) when starting a Spark application. For details, see the link: https://spark.apache.org/docs/latest/configuration.html#dynamically-loading-spark-properties.
2019-10-02 18:51:33 WARN  SetCommand:66 - 'SET hive.enforce.bucketmap.join=true' might not work, since Spark doesn't support changing the Hive config dynamically. Please pass the Hive-specific config by adding the prefix spark.hadoop (e.g. spark.hadoop.hive.enforce.bucketmap.join) when starting a Spark application. For details, see the link: https://spark.apache.org/docs/latest/configuration.html#dynamically-loading-spark-properties.
2019-10-02 18:51:33 WARN  SetCommand:66 - 'SET hive.optimize.bucketmap.join=true' might not work, since Spark doesn't support changing the Hive config dynamically. Please pass the Hive-specific config by adding the prefix spark.hadoop (e.g. spark.hadoop.hive.optimize.bucketmap.join) when starting a Spark application. For details, see the link: https://spark.apache.org/docs/latest/configuration.html#dynamically-loading-spark-properties.
2019-10-02 18:51:33 WARN  SetCommand:66 - 'SET hive.exec.parallel=true' might not work, since Spark doesn't support changing the Hive config dynamically. Please pass the Hive-specific config by adding the prefix spark.hadoop (e.g. spark.hadoop.hive.exec.parallel) when starting a Spark application. For details, see the link: https://spark.apache.org/docs/latest/configuration.html#dynamically-loading-spark-properties.
2019-10-02 18:51:33 WARN  SetCommand:66 - 'SET hive.execution.engine=tez' might not work, since Spark doesn't support changing the Hive config dynamically. Please pass the Hive-specific config by adding the prefix spark.hadoop (e.g. spark.hadoop.hive.execution.engine) when starting a Spark application. For details, see the link: https://spark.apache.org/docs/latest/configuration.html#dynamically-loading-spark-properties.
2019-10-02 18:51:33 WARN  SetCommand:66 - 'SET hive.vectorized.execution.enabled=true' might not work, since Spark doesn't support changing the Hive config dynamically. Please pass the Hive-specific config by adding the prefix spark.hadoop (e.g. spark.hadoop.hive.vectorized.execution.enabled) when starting a Spark application. For details, see the link: https://spark.apache.org/docs/latest/configuration.html#dynamically-loading-spark-properties.
2019-10-02 18:51:33 WARN  SetCommand:66 - 'SET hive.vectorized.execution.reduce.enabled=true' might not work, since Spark doesn't support changing the Hive config dynamically. Please pass the Hive-specific config by adding the prefix spark.hadoop (e.g. spark.hadoop.hive.vectorized.execution.reduce.enabled) when starting a Spark application. For details, see the link: https://spark.apache.org/docs/latest/configuration.html#dynamically-loading-spark-properties.
2019-10-02 18:51:34 INFO  Utils$:51 - Utils.ReadFromCSV(D:\Contracting\201909 - CWT Job Interview and Process\ReferenceData\Accident_Severity_Code.csv)- Started @ 2019-10-02T18:51:34.077
2019-10-02 18:51:34 INFO  Utils$:58 - Utils.ReadFromCSV(D:\Contracting\201909 - CWT Job Interview and Process\ReferenceData\Accident_Severity_Code.csv)- Completed @ 2019-10-02T18:51:34.331
2019-10-02 18:51:34 INFO  Utils$:67 - Utils.OverwriteTable(Accident_Severity_Code)- Started @ 2019-10-02T18:51:34.616
2019-10-02 18:51:34 INFO  HiveMetaStore:746 - 0: get_table : db=default tbl=accident_severity_code
2019-10-02 18:51:34 INFO  audit:371 - ugi=user	ip=unknown-ip-addr	cmd=get_table : db=default tbl=accident_severity_code	
2019-10-02 18:51:34 INFO  FileSourceStrategy:54 - Pruning directories with: 
2019-10-02 18:51:34 INFO  FileSourceStrategy:54 - Post-Scan Filters: 
2019-10-02 18:51:34 INFO  FileSourceStrategy:54 - Output Data Schema: struct<Type_Code: smallint, Type: string>
2019-10-02 18:51:34 INFO  FileSourceScanExec:54 - Pushed Filters: 
2019-10-02 18:51:35 INFO  HiveMetaStore:746 - 0: get_table : db=default tbl=accident_severity_code
2019-10-02 18:51:35 INFO  audit:371 - ugi=user	ip=unknown-ip-addr	cmd=get_table : db=default tbl=accident_severity_code	
2019-10-02 18:51:35 INFO  HiveMetaStore:746 - 0: get_database: default
2019-10-02 18:51:35 INFO  audit:371 - ugi=user	ip=unknown-ip-addr	cmd=get_database: default	
2019-10-02 18:51:35 INFO  HiveMetaStore:746 - 0: get_database: default
2019-10-02 18:51:35 INFO  audit:371 - ugi=user	ip=unknown-ip-addr	cmd=get_database: default	
2019-10-02 18:51:35 INFO  FileOutputCommitter:108 - File Output Committer Algorithm version is 1
2019-10-02 18:51:35 INFO  SQLHadoopMapReduceCommitProtocol:54 - Using output committer class org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter
2019-10-02 18:51:35 INFO  CodeGenerator:54 - Code generated in 487.895465 ms
2019-10-02 18:51:36 INFO  MemoryStore:54 - Block broadcast_0 stored as values in memory (estimated size 293.7 KB, free 1965.0 MB)
2019-10-02 18:51:36 INFO  MemoryStore:54 - Block broadcast_0_piece0 stored as bytes in memory (estimated size 24.0 KB, free 1965.0 MB)
2019-10-02 18:51:36 INFO  BlockManagerInfo:54 - Added broadcast_0_piece0 in memory on user-PC:62456 (size: 24.0 KB, free: 1965.3 MB)
2019-10-02 18:51:36 INFO  SparkContext:54 - Created broadcast 0 from saveAsTable at Utils.scala:76
2019-10-02 18:51:36 INFO  FileSourceScanExec:54 - Planning scan with bin packing, max size: 4194304 bytes, open cost is considered as scanning 4194304 bytes.
2019-10-02 18:51:36 INFO  SparkContext:54 - Starting job: saveAsTable at Utils.scala:76
2019-10-02 18:51:36 INFO  DAGScheduler:54 - Got job 0 (saveAsTable at Utils.scala:76) with 1 output partitions
2019-10-02 18:51:36 INFO  DAGScheduler:54 - Final stage: ResultStage 0 (saveAsTable at Utils.scala:76)
2019-10-02 18:51:36 INFO  DAGScheduler:54 - Parents of final stage: List()
2019-10-02 18:51:36 INFO  DAGScheduler:54 - Missing parents: List()
2019-10-02 18:51:36 INFO  DAGScheduler:54 - Submitting ResultStage 0 (MapPartitionsRDD[2] at saveAsTable at Utils.scala:76), which has no missing parents
2019-10-02 18:51:36 INFO  MemoryStore:54 - Block broadcast_1 stored as values in memory (estimated size 158.1 KB, free 1964.8 MB)
2019-10-02 18:51:36 INFO  MemoryStore:54 - Block broadcast_1_piece0 stored as bytes in memory (estimated size 58.2 KB, free 1964.8 MB)
2019-10-02 18:51:36 INFO  BlockManagerInfo:54 - Added broadcast_1_piece0 in memory on user-PC:62456 (size: 58.2 KB, free: 1965.2 MB)
2019-10-02 18:51:36 INFO  SparkContext:54 - Created broadcast 1 from broadcast at DAGScheduler.scala:1039
2019-10-02 18:51:36 INFO  DAGScheduler:54 - Submitting 1 missing tasks from ResultStage 0 (MapPartitionsRDD[2] at saveAsTable at Utils.scala:76) (first 15 tasks are for partitions Vector(0))
2019-10-02 18:51:36 INFO  TaskSchedulerImpl:54 - Adding task set 0.0 with 1 tasks
2019-10-02 18:51:37 INFO  TaskSetManager:54 - Starting task 0.0 in stage 0.0 (TID 0, localhost, executor driver, partition 0, PROCESS_LOCAL, 8379 bytes)
2019-10-02 18:51:37 INFO  Executor:54 - Running task 0.0 in stage 0.0 (TID 0)
2019-10-02 18:51:37 INFO  CodeGenerator:54 - Code generated in 34.241926 ms
2019-10-02 18:51:37 INFO  CodeGenerator:54 - Code generated in 21.219249 ms
2019-10-02 18:51:37 INFO  FileScanRDD:54 - Reading File path: file:///D:/Contracting/201909%20-%20CWT%20Job%20Interview%20and%20Process/ReferenceData/Accident_Severity_Code.csv, range: 0-42, partition values: [empty row]
2019-10-02 18:51:37 INFO  CodeGenerator:54 - Code generated in 22.716391 ms
2019-10-02 18:51:37 INFO  FileOutputCommitter:108 - File Output Committer Algorithm version is 1
2019-10-02 18:51:37 INFO  SQLHadoopMapReduceCommitProtocol:54 - Using output committer class org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter
2019-10-02 18:51:37 INFO  CodeGenerator:54 - Code generated in 15.4721 ms
2019-10-02 18:51:37 INFO  CodeGenerator:54 - Code generated in 29.282394 ms
2019-10-02 18:51:38 INFO  FileOutputCommitter:535 - Saved output of task 'attempt_20191002185137_0000_m_000000_0' to file:/C:/temp/accident_severity_code/_temporary/0/task_20191002185137_0000_m_000000
2019-10-02 18:51:38 INFO  SparkHadoopMapRedUtil:54 - attempt_20191002185137_0000_m_000000_0: Committed
2019-10-02 18:51:38 INFO  Executor:54 - Finished task 0.0 in stage 0.0 (TID 0). 2892 bytes result sent to driver
2019-10-02 18:51:38 INFO  TaskSetManager:54 - Finished task 0.0 in stage 0.0 (TID 0) in 1164 ms on localhost (executor driver) (1/1)
2019-10-02 18:51:38 INFO  TaskSchedulerImpl:54 - Removed TaskSet 0.0, whose tasks have all completed, from pool 
2019-10-02 18:51:38 INFO  DAGScheduler:54 - ResultStage 0 (saveAsTable at Utils.scala:76) finished in 1.387 s
2019-10-02 18:51:38 INFO  DAGScheduler:54 - Job 0 finished: saveAsTable at Utils.scala:76, took 1.465002 s
2019-10-02 18:51:38 INFO  FileFormatWriter:54 - Job null committed.
2019-10-02 18:51:38 INFO  FileFormatWriter:54 - Finished processing stats for job null.
2019-10-02 18:51:38 INFO  HiveMetaStore:746 - 0: get_database: default
2019-10-02 18:51:38 INFO  audit:371 - ugi=user	ip=unknown-ip-addr	cmd=get_database: default	
2019-10-02 18:51:38 INFO  HiveMetaStore:746 - 0: get_database: default
2019-10-02 18:51:38 INFO  audit:371 - ugi=user	ip=unknown-ip-addr	cmd=get_database: default	
2019-10-02 18:51:38 INFO  HiveMetaStore:746 - 0: get_table : db=default tbl=accident_severity_code
2019-10-02 18:51:38 INFO  audit:371 - ugi=user	ip=unknown-ip-addr	cmd=get_table : db=default tbl=accident_severity_code	
2019-10-02 18:51:38 INFO  HiveExternalCatalog:54 - Persisting file based data source table `default`.`accident_severity_code` into Hive metastore in Hive compatible format.
2019-10-02 18:51:38 INFO  HiveMetaStore:746 - 0: create_table: Table(tableName:accident_severity_code, dbName:default, owner:user, createTime:1570038694, lastAccessTime:0, retention:0, sd:StorageDescriptor(cols:[FieldSchema(name:Type_Code, type:smallint, comment:null), FieldSchema(name:Type, type:string, comment:null)], location:null, inputFormat:org.apache.hadoop.hive.ql.io.orc.OrcInputFormat, outputFormat:org.apache.hadoop.hive.ql.io.orc.OrcOutputFormat, compressed:false, numBuckets:-1, serdeInfo:SerDeInfo(name:null, serializationLib:org.apache.hadoop.hive.ql.io.orc.OrcSerde, parameters:{path=file:/C:/temp/accident_severity_code, serialization.format=1}), bucketCols:[], sortCols:[], parameters:{}, skewedInfo:SkewedInfo(skewedColNames:[], skewedColValues:[], skewedColValueLocationMaps:{})), partitionKeys:[FieldSchema(name:IngestYear, type:string, comment:null), FieldSchema(name:IngestMonth, type:string, comment:null), FieldSchema(name:IngestDay, type:string, comment:null)], parameters:{spark.sql.sources.schema.numPartCols=3, spark.sql.sources.schema.part.0={"type":"struct","fields":[{"name":"Type_Code","type":"short","nullable":true,"metadata":{}},{"name":"Type","type":"string","nullable":true,"metadata":{}},{"name":"IngestYear","type":"string","nullable":true,"metadata":{}},{"name":"IngestMonth","type":"string","nullable":true,"metadata":{}},{"name":"IngestDay","type":"string","nullable":true,"metadata":{}}]}, spark.sql.sources.schema.partCol.0=IngestYear, spark.sql.sources.schema.partCol.2=IngestDay, spark.sql.sources.schema.partCol.1=IngestMonth, spark.sql.sources.schema.numParts=1, spark.sql.sources.provider=orc, spark.sql.create.version=2.3.0}, viewOriginalText:null, viewExpandedText:null, tableType:MANAGED_TABLE, privileges:PrincipalPrivilegeSet(userPrivileges:{}, groupPrivileges:null, rolePrivileges:null))
2019-10-02 18:51:38 INFO  audit:371 - ugi=user	ip=unknown-ip-addr	cmd=create_table: Table(tableName:accident_severity_code, dbName:default, owner:user, createTime:1570038694, lastAccessTime:0, retention:0, sd:StorageDescriptor(cols:[FieldSchema(name:Type_Code, type:smallint, comment:null), FieldSchema(name:Type, type:string, comment:null)], location:null, inputFormat:org.apache.hadoop.hive.ql.io.orc.OrcInputFormat, outputFormat:org.apache.hadoop.hive.ql.io.orc.OrcOutputFormat, compressed:false, numBuckets:-1, serdeInfo:SerDeInfo(name:null, serializationLib:org.apache.hadoop.hive.ql.io.orc.OrcSerde, parameters:{path=file:/C:/temp/accident_severity_code, serialization.format=1}), bucketCols:[], sortCols:[], parameters:{}, skewedInfo:SkewedInfo(skewedColNames:[], skewedColValues:[], skewedColValueLocationMaps:{})), partitionKeys:[FieldSchema(name:IngestYear, type:string, comment:null), FieldSchema(name:IngestMonth, type:string, comment:null), FieldSchema(name:IngestDay, type:string, comment:null)], parameters:{spark.sql.sources.schema.numPartCols=3, spark.sql.sources.schema.part.0={"type":"struct","fields":[{"name":"Type_Code","type":"short","nullable":true,"metadata":{}},{"name":"Type","type":"string","nullable":true,"metadata":{}},{"name":"IngestYear","type":"string","nullable":true,"metadata":{}},{"name":"IngestMonth","type":"string","nullable":true,"metadata":{}},{"name":"IngestDay","type":"string","nullable":true,"metadata":{}}]}, spark.sql.sources.schema.partCol.0=IngestYear, spark.sql.sources.schema.partCol.2=IngestDay, spark.sql.sources.schema.partCol.1=IngestMonth, spark.sql.sources.schema.numParts=1, spark.sql.sources.provider=orc, spark.sql.create.version=2.3.0}, viewOriginalText:null, viewExpandedText:null, tableType:MANAGED_TABLE, privileges:PrincipalPrivilegeSet(userPrivileges:{}, groupPrivileges:null, rolePrivileges:null))	
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 31
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 32
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 11
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 24
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 36
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 19
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 28
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 25
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 35
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 10
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 34
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 9
2019-10-02 18:51:38 INFO  BlockManagerInfo:54 - Removed broadcast_1_piece0 on user-PC:62456 in memory (size: 58.2 KB, free: 1965.3 MB)
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 20
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 40
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 18
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 14
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 22
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 13
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 38
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 37
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 15
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 26
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 33
2019-10-02 18:51:38 INFO  ContextCleaner:54 - Cleaned accumulator 23
